month,account_id,client_id,client_name,advisor_name,region,segment,account_type,account_open_date,beginning_value,contributions,withdrawals,net_flow,market_gain_loss,ending_value,account_return,benchmark_return,is_closed
2024-11-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,529020.99,0.0,0.0,0.0,-3214.46,525806.53,-0.006076,-0.008,0
2024-12-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,525806.53,4289.64,0.0,4289.64,19674.33,549770.5,0.037417,0.031,0
2025-01-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,549770.5,0.0,0.0,0.0,7975.05,557745.55,0.014506,0.012,0
2025-02-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,557745.55,0.0,0.0,0.0,-9842.47,547903.08,-0.017647,-0.024,0
2025-03-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,547903.08,22965.43,0.0,22965.43,9796.24,580664.75,0.01788,0.018,0
2025-04-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,580664.75,6066.18,11317.03,-5250.85,3483.65,578897.55,0.005999,0.026,0
2025-05-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,578897.55,8498.27,0.0,8498.27,4660.38,592056.2,0.00805,0.007,0
2025-06-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,592056.2,0.0,0.0,0.0,-23836.45,568219.75,-0.04026,-0.041,0
2025-07-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,568219.75,0.0,0.0,0.0,3171.21,571390.96,0.005581,0.009,0
2025-08-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,571390.96,0.0,0.0,0.0,19368.26,590759.22,0.033897,0.033,0
2025-09-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,590759.22,0.0,0.0,0.0,3366.7,594125.92,0.005699,0.015,0
2025-10-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,594125.92,11562.99,0.0,11562.99,11618.34,617307.25,0.019555,0.022,0
2025-11-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,617307.25,8740.52,0.0,8740.52,-5111.15,620936.62,-0.00828,-0.013,0
2025-12-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,620936.62,0.0,0.0,0.0,20447.52,641384.14,0.03293,0.028,0
2026-01-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,641384.14,0.0,0.0,0.0,10623.75,652007.89,0.016564,0.011,0
2026-02-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,652007.89,0.0,0.0,0.0,3615.46,655623.35,0.005545,0.019,0
2026-03-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,655623.35,0.0,0.0,0.0,16.5,655639.85,2.5e-05,-0.006,0
2026-04-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,655639.85,13238.63,0.0,13238.63,19648.35,688526.83,0.029968,0.024,0
2026-05-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,688526.83,7712.14,0.0,7712.14,5346.37,701585.34,0.007765,0.016,0
2026-06-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,701585.34,10944.94,0.0,10944.94,10029.81,722560.09,0.014296,0.008,0
2026-07-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,722560.09,0.0,0.0,0.0,18828.29,741388.38,0.026058,0.03,0
2026-08-01,A00005,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Roth IRA,2023-05-10,741388.38,0.0,0.0,0.0,11387.85,752776.23,0.01536,0.013,0
2024-09-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,577447.84,5343.27,0.0,5343.27,15142.56,597933.67,0.026223,0.021,0
2024-10-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,597933.67,0.0,0.0,0.0,10754.1,608687.77,0.017985,0.014,0
2024-11-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,608687.77,4358.28,0.0,4358.28,-2182.51,610863.54,-0.003586,-0.008,0
2024-12-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,610863.54,21128.63,0.0,21128.63,23046.81,655038.98,0.037728,0.031,0
2025-01-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,655038.98,0.0,0.0,0.0,7243.87,662282.85,0.011059,0.012,0
2025-02-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,662282.85,11389.32,6353.9,5035.42,-15622.04,651696.23,-0.023588,-0.024,0
2025-03-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,651696.23,12890.52,0.0,12890.52,12736.4,677323.15,0.019543,0.018,0
2025-04-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,677323.15,0.0,0.0,0.0,10584.31,687907.46,0.015627,0.026,0
2025-05-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,687907.46,8265.19,0.0,8265.19,5228.36,701401.01,0.0076,0.007,0
2025-06-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,701401.01,0.0,0.0,0.0,-27515.33,673885.68,-0.039229,-0.041,0
2025-07-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,673885.68,0.0,0.0,0.0,506.68,674392.36,0.000752,0.009,0
2025-08-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,674392.36,0.0,0.0,0.0,19775.98,694168.34,0.029324,0.033,0
2025-09-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,694168.34,0.0,0.0,0.0,17989.68,712158.02,0.025915,0.015,0
2025-10-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,712158.02,0.0,0.0,0.0,14749.7,726907.72,0.020711,0.022,0
2025-11-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,726907.72,9399.59,0.0,9399.59,-4531.55,731775.76,-0.006234,-0.013,0
2025-12-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,731775.76,11260.18,0.0,11260.18,24148.18,767184.12,0.032999,0.028,0
2026-01-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,767184.12,0.0,0.0,0.0,5860.64,773044.76,0.007639,0.011,0
2026-02-01,A00006,C0003,Ronald Vance,Marcus Ellery,Midwest,High Net Worth,Trust,2016-05-16,773044.76,0.0,0.0,0.0,21222.3,794267.06,0.027453,0.019,0
